"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
7540,0.94464192360268,-48960.7737333081,0.945431896007024,20,16,390,345,295,272,235,4,4,4,3,2
7550,0.945448158899482,-49004.7356721348,0.940437301654656,20,15,385,333,294,265,233,4,4,4,4,2
7560,0.944202011517847,-48938.8081312083,0.944343376532295,20,15,404,337,293,263,226,4,4,4,4,2
7570,0.94445203772117,-48950.3527975774,0.947561730298123,20,15,420,316,307,254,233,4,4,4,3,3
7580,0.94503968733702,-48982.4452196915,0.946013931474449,20,15,404,321,302,263,239,4,4,4,3,3
7590,0.943873629655353,-48918.1242181562,0.942174362461384,20,15,396,323,302,270,225,4,4,4,4,2
7600,0.944528792841231,-48954.3175454366,0.944475451551067,20,15,391,323,304,276,230,4,4,4,4,2
7610,0.944199699538143,-48936.202014309,0.936850313602723,20,16,390,348,285,279,220,4,4,4,3,2
7620,0.945756776441748,-49021.5976511993,0.94375327814767,20,15,381,368,293,271,216,4,4,4,4,2
7630,0.94568501529847,-49017.657254366,0.945451625156155,20,15,407,323,300,282,227,4,4,4,4,2
7640,0.945902551161929,-49029.6736926092,0.949289414481685,20,15,399,336,303,277,212,4,4,4,4,2
7650,0.944895909198332,-48975.4249078936,0.941168650648558,20,15,395,326,301,275,229,4,4,4,3,3
7660,0.944885241825469,-48973.7963563064,0.941421827209365,20,16,406,328,302,268,223,4,4,4,3,3
7670,0.945362679656519,-49000.2950514581,0.941524620257748,20,15,410,327,297,263,230,4,4,4,3,3
7680,0.945077935870571,-48984.325906593,0.948059178319262,20,15,408,345,295,261,224,4,4,4,4,2
7690,0.945135985839848,-48987.6065194263,0.944224408794533,20,16,402,332,307,262,238,4,4,4,4,2
7700,0.945183810194489,-48990.139061612,0.939907216554548,20,15,394,333,308,260,240,4,4,4,4,2
7710,0.944603319326685,-48958.3541793079,0.949078271081885,20,16,392,334,304,272,230,4,4,4,4,2
7720,0.945757049558475,-49021.9008476549,0.947928559011037,20,15,393,338,302,272,219,4,4,4,4,2
7730,0.944324258211379,-48944.3863346784,0.942994191417311,20,15,393,325,313,279,218,4,4,4,4,2
7740,0.944746807133911,-48966.2404047718,0.938286175625234,20,15,392,330,304,287,218,4,4,4,4,2
7750,0.945130679357323,-48987.3130787282,0.938830725261055,20,15,394,331,288,275,230,4,4,4,4,2
7760,0.945233995270356,-48992.9099184626,0.946998418942018,20,15,385,339,299,261,220,4,4,4,4,2
7770,0.94492270190868,-48975.8280869738,0.943367308308253,20,15,371,349,293,272,215,4,4,4,4,2
7780,0.945098872112037,-48985.4731149529,0.948870890757778,20,15,384,340,288,263,222,4,4,4,4,2
7790,0.944925117008979,-48976.2841657221,0.94878005055741,20,16,387,354,295,266,224,4,4,4,4,2
7800,0.945905737361821,-49030.4577912765,0.948318560423787,20,15,400,337,289,263,220,4,4,4,4,2
7810,0.945357546712184,-48999.9305558988,0.94691771494933,20,15,390,344,290,262,205,4,4,4,4,2
7820,0.944391717080178,-48946.6428325239,0.937273781814261,20,15,396,345,284,263,204,4,4,4,4,2
7830,0.945224112226295,-48993.0170046338,0.947831569576147,20,15,405,328,285,267,213,4,4,4,4,2
7840,0.944626804868529,-48959.6624250711,0.944603477952003,20,15,395,338,292,265,210,4,4,4,4,2
7850,0.944427610273088,-48949.7595964785,0.95186395656725,20,15,402,329,295,271,218,4,4,4,4,2
7860,0.944853044035347,-48973.371128214,0.942149754445483,20,15,409,333,298,269,220,4,4,4,4,2
7870,0.945751810921781,-49026.3156940031,0.942558854791745,20,16,391,338,297,268,219,4,4,4,3,2
7880,0.945449325448247,-49004.7343730699,0.942147846082024,20,16,413,330,289,259,215,4,4,4,3,2
7890,0.944242329046412,-48940.6654250783,0.948120347792625,20,16,386,348,277,255,217,4,4,4,2,2
7900,0.945091149955309,-48985.9588875106,0.939393784649775,20,15,398,339,279,258,205,4,4,4,4,2
7910,0.945319923125454,-48997.782218826,0.940020180272305,20,15,400,342,280,254,207,4,4,4,3,3
7920,0.94490124560412,-48976.3956025415,0.939266633410955,20,15,408,366,294,262,193,4,4,4,4,2
7930,0.945352028738856,-48999.8717210819,0.938408763866864,20,15,399,355,297,255,196,4,4,4,4,2
7940,0.945172762734918,-48989.7714626706,0.94033449983984,20,15,388,356,302,259,204,4,4,4,4,2
7950,0.944374917488128,-48946.0530922731,0.946213931252733,20,16,382,362,303,264,213,4,4,4,4,2
7960,0.945083887053377,-48984.708155515,0.944087239006356,20,15,379,362,301,260,211,4,4,4,4,2
7970,0.944867596612672,-48973.9153687406,0.936153550949486,20,15,384,362,289,258,209,4,4,4,4,2
7980,0.944915314798334,-48975.734887284,0.950000951807217,20,15,398,352,291,276,206,4,4,4,4,2
7990,0.94628132184807,-49051.4439662454,0.955054258570555,20,16,422,345,301,262,210,4,4,4,4,2
8000,0.944761533935242,-48967.4794562106,0.946018024045557,20,15,393,365,307,249,212,4,4,4,4,2
8010,0.944745697076578,-48966.422952472,0.940062252595469,20,15,398,356,300,244,211,4,4,4,4,2
8020,0.94517547878683,-48990.0899641919,0.951800491470254,20,16,393,352,293,248,219,4,4,4,4,2
8030,0.944683989871087,-48963.1557806428,0.947319736983937,20,16,391,371,286,250,222,4,4,4,3,2
8040,0.945027370526836,-48981.6078944819,0.944278115834401,20,15,380,372,301,254,210,4,4,4,4,2
8050,0.944753369112521,-48967.2562541159,0.942007024618199,20,15,385,370,297,261,215,4,4,4,4,2
8060,0.945015752101695,-48980.9361887481,0.952989323346303,20,17,392,360,300,258,206,4,4,3,2,2
8070,0.945858663913653,-49029.4781867776,0.944387648654913,20,17,384,342,304,272,204,4,4,3,2,2
8080,0.945194433801568,-48990.9562582322,0.946052542286744,20,16,400,330,319,263,201,4,4,4,3,2
8090,0.946137961151987,-49043.9095088519,0.948107275235727,20,16,400,338,327,272,207,4,4,3,3,2
8100,0.944496516811213,-48954.9579795611,0.944160030381915,20,16,414,333,305,260,224,4,4,3,3,2
8110,0.94432686930892,-48943.1285229507,0.939707686995404,20,16,397,353,298,260,223,4,4,3,3,2
8120,0.945008310825351,-48980.607134803,0.950055280292221,20,16,405,338,304,270,220,4,4,4,3,3
8130,0.945158811351589,-48988.7633639369,0.944214602372329,20,17,401,342,307,272,228,4,4,3,3,3
8140,0.945225497559307,-48992.4285180042,0.946351753238416,20,17,401,327,296,261,227,4,4,3,3,3
8150,0.946032038543469,-49036.8831030204,0.950240766325822,20,16,404,325,305,260,231,4,4,4,3,3
8160,0.945915313159966,-49030.7148541827,0.948646995087251,20,18,395,359,297,261,208,4,4,3,3,3
8170,0.946552843149624,-49065.4638419265,0.950324804010819,20,16,395,364,303,260,199,4,4,4,3,3
8180,0.945485995483185,-49006.7332254049,0.945248222483117,20,16,388,344,299,269,204,4,4,4,3,3
8190,0.94472909047178,-48965.1830683951,0.945601778417814,20,17,396,353,271,255,213,4,4,3,3,3
8200,0.944390784065305,-48946.7333980054,0.940511242799455,20,17,369,353,282,267,224,4,4,3,3,2
8210,0.94461529770414,-48963.0217468224,0.950120626093714,20,17,381,333,287,266,222,4,4,3,3,2
8220,0.945344380331888,-48999.0532233734,0.954490847231453,20,17,400,323,289,273,221,4,4,3,3,2
8230,0.94524949500212,-48994.6282086031,0.948454780140251,20,17,401,350,290,268,216,4,4,3,3,2
8240,0.944969125246517,-48978.9893624904,0.941406468817254,20,16,410,350,306,266,211,4,4,3,3,2
8250,0.944147467878101,-48933.311395777,0.940575713086448,20,17,393,342,309,277,204,4,4,3,3,3
8260,0.944783241069991,-48968.1771139032,0.936288017019159,20,17,389,353,299,260,201,4,4,3,3,3
8270,0.945150751687592,-48988.668900955,0.951177598289918,20,17,404,357,296,253,205,4,4,3,3,3
8280,0.944415862983111,-48949.6720266864,0.944444753978952,20,16,412,343,305,254,214,4,4,4,3,3
8290,0.94439156155493,-48946.8839107245,0.945137788148723,20,16,397,348,298,263,221,4,4,4,3,3
8300,0.944851913485534,-48972.8822026189,0.943649469776666,20,16,377,339,307,275,219,4,4,4,3,3
8310,0.944520239970368,-48953.6784974634,0.953437995090444,20,16,387,340,291,282,219,4,4,4,3,3
8320,0.945858110215377,-49028.9437647521,0.941108478954769,20,16,394,340,302,275,220,4,4,4,3,3
8330,0.945208292719158,-48992.0465183897,0.942561509973308,20,17,383,339,299,274,229,4,4,3,3,3
8340,0.944385741887634,-48946.3040201127,0.947958949818317,20,16,391,327,303,266,222,4,4,4,3,3
8350,0.944855081023728,-48972.1194366653,0.941089043003329,20,17,385,330,299,275,223,4,4,3,3,3
8360,0.944065170323422,-48929.4584466402,0.949953820307473,20,17,377,323,307,280,232,4,4,3,3,3
8370,0.945154517516422,-48988.762462013,0.947618873681401,20,16,373,317,315,274,250,4,4,4,3,3
8380,0.945276888350305,-48995.4359421505,0.950295518116055,20,15,393,322,317,264,236,4,4,4,3,3
8390,0.944769837674131,-48968.7828792775,0.946485245181829,20,16,400,324,310,259,226,4,4,4,3,3
8400,0.945271908666578,-48994.9741784032,0.942670802873435,20,16,387,324,300,280,244,4,4,4,3,3
8410,0.94576160232815,-49021.8958911945,0.942664644998768,20,15,385,327,307,276,231,4,4,4,3,3
8420,0.945525043243647,-49008.8792990851,0.943233678970731,20,16,392,337,311,276,216,4,4,4,3,3
8430,0.945362663265057,-49000.1984190446,0.951442692203026,20,16,390,334,310,279,228,4,4,4,3,3
8440,0.945175467616637,-48990.3987868882,0.948170409521702,20,18,390,338,304,287,220,4,4,3,3,3
8450,0.945839189858407,-49027.5091826858,0.950736219938646,20,18,411,355,291,282,221,4,4,3,3,3
8460,0.944440463494009,-48949.9639195412,0.944696819156927,20,18,399,352,291,284,220,4,4,3,3,3
8470,0.945390987221258,-49001.5949007776,0.950572834624311,20,17,408,335,286,272,227,4,4,3,3,3
8480,0.94572308744563,-49020.0635492697,0.949280240748014,20,16,392,335,288,276,238,4,4,4,3,3
8490,0.944598337690766,-48958.370113375,0.941105066283386,20,17,395,323,296,268,238,4,4,3,3,3
8500,0.944472078862898,-48951.622462061,0.944119851872927,20,16,388,314,310,263,245,4,4,4,3,3
8510,0.944946898345154,-48977.3295174384,0.938443840813057,20,17,393,324,294,278,246,4,4,4,3,3
8520,0.944683602686448,-48963.8611869454,0.941694818708563,20,16,405,329,297,266,243,4,4,4,3,3
8530,0.94526158434823,-48994.7330182409,0.93892243755668,20,16,407,308,299,272,245,4,4,4,3,3
8540,0.945466379753539,-49005.7524920247,0.949455679487093,20,16,411,327,312,269,233,4,4,4,3,3
8550,0.946353463106606,-49054.3467372717,0.954982665860089,20,16,397,321,313,278,236,4,4,4,3,3
8560,0.944975189421947,-48978.9352912892,0.947686248922984,20,17,392,327,298,266,239,4,4,4,3,2
8570,0.945531526111154,-49009.8534567549,0.949855024856507,20,15,390,320,296,283,247,4,4,4,3,3
8580,0.944955550022089,-48977.8606616039,0.943033450890899,20,16,407,311,291,269,242,4,4,4,3,3
8590,0.945513902506638,-49008.5539727105,0.948581268868767,20,16,403,328,300,278,237,4,4,4,3,3
8600,0.946225302733936,-49048.5757119633,0.94362406581827,20,16,396,332,302,286,236,4,4,4,3,3
8610,0.945311908266812,-48997.1725486892,0.944650265014785,20,16,399,345,302,271,228,4,4,3,3,2
8620,0.944710897448987,-48964.325602357,0.948922178417758,20,16,403,320,295,270,245,4,4,3,3,2
8630,0.945223472991032,-48993.360343592,0.945323305361846,20,17,406,327,295,261,238,4,4,3,2,2
8640,0.944822493411426,-48970.3747786617,0.944670790051414,20,17,406,317,296,265,233,4,4,3,3,2
8650,0.944441024297368,-48949.7269157575,0.9499631557348,20,17,406,331,293,271,231,4,4,3,3,2
8660,0.944379997233065,-48946.0392629063,0.945374926043777,20,17,401,344,290,267,229,4,4,3,3,2
8670,0.944637549066937,-48960.3494465408,0.94083172394773,20,16,398,338,297,262,230,4,4,4,3,3
8680,0.944802344417933,-48969.4336637817,0.94462322668099,20,16,395,346,300,272,227,4,4,4,3,3
8690,0.945803118287758,-49024.2395091968,0.9411443613459,20,16,403,343,298,264,225,4,4,4,3,3
8700,0.945021479463405,-48981.3167118674,0.944301011690275,20,17,400,324,299,256,246,4,4,3,3,3
8710,0.944842461057519,-48971.5369861073,0.945839757364013,20,17,406,332,293,276,241,4,4,3,3,3
8720,0.944665172408816,-48963.3854372786,0.940594252446943,20,16,397,327,298,283,245,4,4,4,3,3
8730,0.944981407457856,-48979.82350694,0.939613257086476,20,16,402,321,305,278,239,4,4,4,3,3
8740,0.94513366222444,-48988.8411541074,0.939393102769973,20,16,417,336,298,268,222,4,4,4,3,3
8750,0.945100915244111,-48985.6533378418,0.941442814781949,20,17,408,347,302,273,233,4,4,3,3,2
8760,0.945406517468125,-49003.9693231209,0.951105130936797,20,17,397,353,297,258,231,4,4,3,3,2
8770,0.945854504547231,-49029.956271606,0.945005524373792,20,17,397,354,306,253,226,4,4,3,3,3
8780,0.944546208654191,-48956.0362948562,0.942642270881912,20,16,411,345,306,240,222,4,4,3,3,3
8790,0.944087314389448,-48930.3886033434,0.945108279792408,20,17,388,333,317,263,221,4,4,3,3,3
8800,0.943269409969184,-48885.4081913903,0.939390557823405,20,16,379,335,313,267,216,4,4,4,3,3
8810,0.944883296219751,-48974.728175792,0.94573806767751,20,17,386,320,292,265,222,4,4,3,3,3
8820,0.944257679532278,-48939.3304895491,0.943001559736349,20,16,390,337,290,263,219,4,4,4,3,3
8830,0.946226205043475,-49047.4042609924,0.939375325243709,20,17,403,327,302,267,219,4,4,3,3,3
8840,0.945319740406115,-48997.8999235831,0.944920922156544,20,17,399,337,302,258,225,4,4,3,3,3
8850,0.944763494363642,-48967.4772110441,0.954310556152764,20,17,386,337,308,277,241,4,4,3,3,3
8860,0.945093547336569,-48986.1759584632,0.946204044690583,20,17,396,335,305,256,229,4,4,3,3,3
8870,0.944002188452572,-48925.2319449318,0.947475226589351,20,17,384,334,297,275,228,4,4,3,3,3
8880,0.945174844799946,-48989.696535857,0.940546319864802,20,16,366,334,298,287,221,4,4,3,3,3
8890,0.945383316199018,-49002.3109563472,0.941918969348485,20,16,367,355,301,278,218,4,4,3,3,3
8900,0.944372646961197,-48946.6767746781,0.949735128521428,20,16,386,335,303,280,218,4,4,3,3,3
8910,0.944338888307115,-48943.9540535355,0.943565380995752,20,16,401,331,306,270,227,4,4,3,3,3
8920,0.945374356911656,-49001.1990409448,0.947794023257099,20,16,410,324,303,273,227,4,4,3,3,3
8930,0.94435919094236,-48945.2149137641,0.946697310346258,20,16,420,339,293,262,223,4,4,3,3,3
8940,0.946499703571443,-49062.391425797,0.944738610101312,20,16,422,345,293,267,228,4,4,3,3,3
8950,0.945755823337319,-49021.9295180097,0.95217667838951,20,16,402,345,299,281,228,4,4,3,3,3
8960,0.944696737069006,-48963.5696650418,0.936800249085695,20,16,409,340,287,273,232,4,4,3,3,3
8970,0.944792279548198,-48968.8118373226,0.944198455923574,20,17,404,331,290,271,228,4,4,3,3,2
8980,0.944915391561629,-48976.9039015274,0.944389499054845,20,16,410,343,295,280,209,4,4,3,3,3
8990,0.944773690461385,-48968.1056358872,0.946832979678988,20,16,401,347,298,271,222,4,4,3,3,3
9000,0.945336428710691,-48998.8065525872,0.945630506363922,20,16,391,336,296,278,221,4,4,3,3,3
9010,0.944803148351001,-48969.2922144961,0.943831289097491,20,16,392,339,314,284,211,4,4,3,3,3
9020,0.945715449429408,-49019.9479713842,0.946456745684019,20,16,402,340,318,296,215,4,4,3,3,3
9030,0.945211619350672,-48991.7258759976,0.949352352406267,20,16,400,337,307,283,228,4,4,3,3,3
9040,0.945223811223323,-48992.3334365491,0.949089157761496,20,16,410,333,292,291,220,4,4,3,3,3
9050,0.94432588818156,-48943.1169252568,0.944917821633215,20,16,407,325,288,279,243,4,4,3,3,3
9060,0.944579210181472,-48956.928229993,0.939863650426679,20,16,408,326,296,268,238,4,4,3,3,3
9070,0.944306837190401,-48942.1194192025,0.940773755446681,20,16,428,319,303,263,228,4,4,3,3,3
9080,0.944876521957022,-48974.3041779532,0.946457896095476,20,16,426,312,301,277,233,4,4,3,3,3
9090,0.94573032797868,-49020.3090315778,0.939945799701005,20,16,438,316,291,266,247,4,4,3,3,3
9100,0.944968464951947,-48978.3461289918,0.950674933945177,20,16,432,315,306,269,244,4,4,3,3,3
9110,0.945077475238856,-48984.6303049099,0.944397180107959,20,16,417,310,299,273,250,4,4,3,3,3
9120,0.944533685885729,-48955.1820163667,0.94508096862317,20,16,401,320,288,260,247,4,4,3,3,3
9130,0.945460971396674,-49006.0201590307,0.935265139178267,20,16,411,333,295,261,246,4,4,3,3,3
9140,0.945134718606238,-48988.40353551,0.946809952864735,20,16,408,333,305,265,231,4,4,3,3,3
9150,0.944667771983083,-48961.7835810532,0.949889531648762,20,16,405,327,297,265,235,4,4,3,3,3
9160,0.945211452013885,-48994.0930257195,0.946650587398898,20,16,406,324,287,276,243,4,4,3,3,3
9170,0.944848408141366,-48971.7741783267,0.945924987200416,20,16,399,317,301,278,240,4,4,3,3,3
9180,0.944435195069907,-48950.7801204788,0.945690074356642,20,16,403,318,312,273,228,4,4,3,3,3
9190,0.944760224161042,-48968.8735452305,0.947179335871394,20,16,407,309,309,264,226,4,4,3,3,3
9200,0.945263738222374,-48994.5335110398,0.942938859077443,20,16,394,308,302,268,233,4,4,3,3,3
9210,0.946053203732903,-49037.9242137787,0.9490716456522,20,16,374,326,313,270,233,4,4,3,3,3
9220,0.944869248668822,-48972.8686017882,0.9429315948575,20,16,381,320,299,286,226,4,4,3,3,3
9230,0.945158346511498,-48988.736066769,0.946708153340152,20,17,381,335,310,273,208,4,4,3,3,2
9240,0.945356037937,-48999.6895207017,0.943575032665089,20,16,392,334,296,276,216,4,4,3,3,3
9250,0.945350666389792,-48999.4052461048,0.946113816882894,20,16,384,324,301,279,228,4,4,3,3,3
9260,0.94496477468092,-48978.1021208063,0.942879015188847,20,15,404,315,311,261,211,4,4,4,3,3
9270,0.944831922208382,-48970.8049697555,0.944668002650863,20,16,387,339,292,262,221,4,4,4,3,3
9280,0.944892585732531,-48974.1389137327,0.9416019112831,20,16,400,350,290,259,216,4,4,3,3,2
9290,0.945424939192456,-49003.3781482267,0.937735278703926,20,17,402,347,301,260,222,4,4,3,3,2
9300,0.946069361764533,-49038.7950139769,0.944806712127742,20,17,393,355,305,268,218,4,4,3,3,2
9310,0.945680585664082,-49018.4411217043,0.952880389952946,20,17,398,353,298,275,213,4,4,3,3,2
9320,0.945226100133552,-48992.4975863735,0.947491279834137,20,17,406,345,313,272,219,4,4,3,3,2
9330,0.946200801310838,-49046.0338928774,0.940807173577125,20,16,394,353,312,282,226,4,4,3,3,2
9340,0.945206430375807,-48991.5315607167,0.948897442321399,20,17,389,333,320,275,231,4,4,3,3,2
9350,0.944610193699833,-48958.9247057581,0.945282201684737,20,17,379,346,304,267,238,4,4,3,3,2
9360,0.945506270782043,-49008.5045181832,0.940438127681379,20,16,388,349,306,273,226,4,4,3,3,2
9370,0.943928293375125,-48921.2684942461,0.943564122800039,20,17,377,335,309,261,225,4,4,3,3,2
9380,0.944632722938624,-48959.9194060798,0.945225976902273,20,17,395,317,315,265,218,4,4,3,3,2
9390,0.945487311340203,-49007.0572561619,0.938838637270431,20,17,410,323,306,262,211,4,4,3,3,2
9400,0.94506582162419,-48983.7935359963,0.948491101553673,20,17,401,344,298,269,231,4,4,3,3,2
9410,0.945386693828917,-49001.2833304661,0.939974505032046,20,16,409,337,281,272,236,4,4,3,3,2
9420,0.945995949303756,-49035.7721827462,0.943217808803151,20,17,399,343,286,272,247,4,4,3,3,2
9430,0.944065739718509,-48930.3478032146,0.942816774126722,20,17,404,340,291,267,240,4,4,3,3,2
9440,0.945571370475334,-49011.451647613,0.942681616882094,20,17,408,334,301,266,247,4,4,3,3,2
9450,0.946206734926878,-49046.3282449275,0.939790420443266,20,16,424,328,299,269,245,4,4,3,3,2
9460,0.946583783106046,-49067.5828081205,0.948745457675107,20,16,421,321,301,268,258,4,4,3,3,2
9470,0.945886673836967,-49028.9738427487,0.951376570102898,20,16,428,309,306,285,239,4,4,3,3,2
9480,0.946224341593731,-49047.2977205564,0.946397728152905,20,16,423,322,294,271,248,4,4,3,3,2
9490,0.944812893364842,-48970.6001725071,0.947433166354548,20,17,417,323,303,275,229,4,4,3,3,2
9500,0.945390217455523,-49003.0795549305,0.944662323281033,20,16,424,336,311,264,213,4,4,3,3,2
9510,0.945514981832008,-49008.3849285253,0.939755758257734,20,17,405,345,312,269,210,4,4,3,3,2
9520,0.945187963183414,-48990.380439826,0.942585458342777,20,17,403,337,304,277,216,4,4,3,3,2
9530,0.945228535986012,-48994.3184794038,0.94925620055488,20,17,400,320,299,276,234,4,4,3,3,2
9540,0.945354292795397,-48999.4985453,0.945177782743763,20,16,377,338,300,278,240,4,4,3,3,2
9550,0.945488249952333,-49006.859315144,0.940150702490076,20,16,375,337,305,277,235,4,4,3,3,2
9560,0.945566833844395,-49011.9168521249,0.945120192421893,20,17,382,328,296,271,253,4,4,3,3,2
9570,0.945106916715579,-48989.9800713982,0.942669656853931,20,17,385,334,296,271,246,4,4,3,3,2
9580,0.944332277042722,-48943.6516652869,0.944116545053323,20,17,396,333,290,270,243,4,4,3,3,2
9590,0.945200553135072,-48994.197459352,0.949611578237022,20,16,403,324,306,275,239,4,4,4,3,2
9600,0.945118231827364,-48986.7806840987,0.938897820680637,20,17,414,333,309,270,229,4,4,3,3,2
9610,0.944979910938701,-48979.4481583209,0.940494336732549,20,17,418,340,309,267,233,4,4,3,3,2
